scenario,planner,num_vehicles,seed,vehicle_id,success,plan_time_ms,path_length,nodes,start_error_m,goal_error_m,collision_free
road_open,astar,20,1,17,1,0.3119000175502151,237.36316396092502,8,0.010633727696828466,0.0,1
road_open,astar,20,1,18,1,0.31239999225363135,229.51655155340768,8,1.9999999999999998,0.0,1
road_open,astar,20,1,19,1,0.3155000158585608,235.7837413847823,8,1.941523480886099,0.0,1
road_open,astar,20,2,0,1,0.3116000152658671,232.02463496137946,8,0.1483794838706607,0.0,1
road_open,astar,20,2,1,1,0.312299991492182,234.298180800331,8,1.9999999999999998,0.0,1
road_open,astar,20,2,2,1,0.31319999834522605,233.67981675632547,8,1.9999999999999998,0.0,1
road_open,astar,20,2,3,1,0.3149000112898648,236.29122170444109,8,1.9999999999999998,0.0,1
road_open,astar,20,2,4,1,0.5907000158913434,233.8434788178314,8,1.9999999999999998,0.0,1
road_open,astar,20,2,5,1,0.5913999921176583,236.81250709095204,8,1.9999999999999998,0.0,1
road_open,astar,20,2,6,1,0.589100003708154,234.70894286123075,8,1.1649961719442974,0.0,1
road_open,astar,20,2,7,1,0.5698000022675842,233.55286155513286,8,0.2969804269081666,0.0,1
road_open,astar,20,2,8,1,0.5914999928791076,233.7953958419444,8,1.9999999999999998,0.0,1
road_open,astar,20,2,9,1,0.3862000012304634,232.17953627844346,8,1.9999999999999998,0.0,1
road_open,astar,20,2,10,1,0.3400999994482845,230.77397783876089,8,1.9999999999999998,0.0,1
road_open,astar,20,2,11,1,0.47030000132508576,230.91880733718867,8,1.9999999999999998,0.0,1
road_open,astar,20,2,12,1,0.4351999959908426,235.0799651965789,8,0.6528053996583969,0.0,1
road_open,astar,20,2,13,1,0.3205999964848161,234.05206891112533,8,1.9999999999999998,0.0,1
road_open,astar,20,2,14,1,0.3153000143356621,233.96178572484993,8,0.6906972319645828,0.0,1
road_open,astar,20,2,15,1,0.31430000672116876,233.16987872053156,8,0.4978942210978854,0.0,1
road_open,astar,20,2,16,1,0.3163000219501555,233.57188334679626,8,1.9999999999999998,0.0,1
road_open,astar,20,2,17,1,0.3161999920848757,237.36316396092502,8,0.010633727696828466,0.0,1
road_open,astar,20,2,18,1,0.31800000579096377,229.51655155340768,8,1.9999999999999998,0.0,1
road_open,astar,20,2,19,1,0.3145999799016863,235.7837413847823,8,1.941523480886099,0.0,1
road_open,astar,20,3,0,1,0.3141000051982701,232.02463496137946,8,0.1483794838706607,0.0,1
road_open,astar,20,3,1,1,0.31629999284632504,234.298180800331,8,1.9999999999999998,0.0,1
road_open,astar,20,3,2,1,0.3203999949619174,233.67981675632547,8,1.9999999999999998,0.0,1
road_open,astar,20,3,3,1,0.3133999998681247,236.29122170444109,8,1.9999999999999998,0.0,1
road_open,astar,20,3,4,1,0.32130000181496143,233.8434788178314,8,1.9999999999999998,0.0,1
road_open,astar,20,3,5,1,0.3129999968223274,236.81250709095204,8,1.9999999999999998,0.0,1
road_open,astar,20,3,6,1,0.3129999968223274,234.70894286123075,8,1.1649961719442974,0.0,1
road_open,astar,20,3,7,1,0.31740000122226775,233.55286155513286,8,0.2969804269081666,0.0,1
road_open,astar,20,3,8,1,0.31419997685588896,233.7953958419444,8,1.9999999999999998,0.0,1
road_open,astar,20,3,9,1,0.3121000190731138,232.17953627844346,8,1.9999999999999998,0.0,1
road_open,astar,20,3,10,1,0.31380000291392207,230.77397783876089,8,1.9999999999999998,0.0,1
road_open,astar,20,3,11,1,0.3141000051982701,230.91880733718867,8,1.9999999999999998,0.0,1
road_open,astar,20,3,12,1,0.36800000816583633,235.0799651965789,8,0.6528053996583969,0.0,1
road_open,astar,20,3,13,1,0.3328000020701438,234.05206891112533,8,1.9999999999999998,0.0,1
road_open,astar,20,3,14,1,0.32519997330382466,233.96178572484993,8,0.6906972319645828,0.0,1
road_open,astar,20,3,15,1,0.31430000672116876,233.16987872053156,8,0.4978942210978854,0.0,1
road_open,astar,20,3,16,1,0.35000001662410796,233.57188334679626,8,1.9999999999999998,0.0,1
road_open,astar,20,3,17,1,0.5889000021852553,237.36316396092502,8,0.010633727696828466,0.0,1
road_open,astar,20,3,18,1,0.545499991858378,229.51655155340768,8,1.9999999999999998,0.0,1
road_open,astar,20,3,19,1,0.5708000098820776,235.7837413847823,8,1.941523480886099,0.0,1
road_open,astar,20,4,0,1,0.5290000117383897,232.02463496137946,8,0.1483794838706607,0.0,1
road_open,astar,20,4,1,1,0.3245999978389591,234.298180800331,8,1.9999999999999998,0.0,1
road_open,astar,20,4,2,1,0.34160001087002456,233.67981675632547,8,1.9999999999999998,0.0,1
