time,vehicle_id,scenario,position_x,position_z,speed,lane_id,behavior_state,lateral_error,heading_error,target_speed,collision_risk,ttc,event_type
0.0,pure_pursuit_40,lka_test,0.0,0.0,11.1111,curve_0,LaneKeeping,0.0,0.8185,11.1111,0.0,,
0.02,pure_pursuit_40,lka_test,0.0005,0.2222,11.1111,curve_0,LaneKeeping,-0.0027,0.6893,11.1111,0.0,,
0.04,pure_pursuit_40,lka_test,0.0015,0.4444,11.1111,curve_0,LaneKeeping,-0.0049,0.5646,11.1111,0.0,,
0.06,pure_pursuit_40,lka_test,0.0029,0.6667,11.1111,curve_0,LaneKeeping,-0.0066,0.4442,11.1111,0.0,,
0.08,pure_pursuit_40,lka_test,0.0048,0.8889,11.1111,curve_0,LaneKeeping,-0.0079,0.3278,11.1111,0.0,,
0.1,pure_pursuit_40,lka_test,0.0072,1.1111,11.1111,curve_0,LaneKeeping,-0.0087,0.2154,11.1111,0.0,,
0.12,pure_pursuit_40,lka_test,0.0099,1.3333,11.1111,curve_0,LaneKeeping,-0.0091,0.1068,11.1111,0.0,,
0.14,pure_pursuit_40,lka_test,0.0131,1.5555,11.1111,curve_0,LaneKeeping,-0.0091,0.0017,11.1111,0.0,,
0.16,pure_pursuit_40,lka_test,0.0167,1.7777,11.1111,curve_0,LaneKeeping,-0.0087,-0.1,11.1111,0.0,,
0.18,pure_pursuit_40,lka_test,0.0206,1.9999,11.1111,curve_0,LaneKeeping,0.0492,1.4386,11.1111,0.0,,
0.2,pure_pursuit_40,lka_test,0.0249,2.222,11.1111,curve_0,LaneKeeping,0.044,1.3432,11.1111,0.0,,
0.22,pure_pursuit_40,lka_test,0.0296,2.4442,11.1111,curve_0,LaneKeeping,0.0391,1.2509,11.1111,0.0,,
0.24,pure_pursuit_40,lka_test,0.0346,2.6664,11.1111,curve_0,LaneKeeping,0.0346,1.1613,11.1111,0.0,,
0.26,pure_pursuit_40,lka_test,0.04,2.8885,11.1111,curve_0,LaneKeeping,0.0304,1.0745,11.1111,0.0,,
0.28,pure_pursuit_40,lka_test,0.0457,3.1107,11.1111,curve_0,LaneKeeping,0.0266,0.9902,11.1111,0.0,,
0.3,pure_pursuit_40,lka_test,0.0517,3.3328,11.1111,curve_0,LaneKeeping,0.0231,0.9083,11.1111,0.0,,
0.32,pure_pursuit_40,lka_test,0.058,3.555,11.1111,curve_0,LaneKeeping,0.0199,0.8288,11.1111,0.0,,
0.34,pure_pursuit_40,lka_test,0.0647,3.7771,11.1111,curve_0,LaneKeeping,0.0171,0.7069,11.1111,0.0,,
0.36,pure_pursuit_40,lka_test,0.072,3.9992,11.1111,curve_0,LaneKeeping,0.0148,0.5894,11.1111,0.0,,
0.38,pure_pursuit_40,lka_test,0.0797,4.2213,11.1111,curve_0,LaneKeeping,0.013,0.476,11.1111,0.0,,
0.4,pure_pursuit_40,lka_test,0.0878,4.4434,11.1111,curve_0,LaneKeeping,0.0116,0.3665,11.1111,0.0,,
0.42,pure_pursuit_40,lka_test,0.0963,4.6654,11.1111,curve_0,LaneKeeping,0.0106,0.2608,11.1111,0.0,,
0.44,pure_pursuit_40,lka_test,0.1052,4.8875,11.1111,curve_0,LaneKeeping,0.0099,0.1586,11.1111,0.0,,
0.46,pure_pursuit_40,lka_test,0.1145,5.1095,11.1111,curve_0,LaneKeeping,0.0097,0.0599,11.1111,0.0,,
0.48,pure_pursuit_40,lka_test,0.1241,5.3315,11.1111,curve_0,LaneKeeping,0.0099,-0.0355,11.1111,0.0,,
0.5,pure_pursuit_40,lka_test,0.1341,5.5535,11.1111,curve_0,LaneKeeping,0.0103,-0.1277,11.1111,0.0,,
0.52,pure_pursuit_40,lka_test,0.1445,5.7755,11.1111,curve_0,LaneKeeping,0.0112,-0.217,11.1111,0.0,,
0.54,pure_pursuit_40,lka_test,0.1552,5.9974,11.1111,curve_0,LaneKeeping,0.0695,1.3336,11.1111,0.0,,
0.56,pure_pursuit_40,lka_test,0.1662,6.2194,11.1111,curve_0,LaneKeeping,0.0646,1.2499,11.1111,0.0,,
0.58,pure_pursuit_40,lka_test,0.1776,6.4413,11.1111,curve_0,LaneKeeping,0.0601,1.1688,11.1111,0.0,,
0.6,pure_pursuit_40,lka_test,0.1892,6.6632,11.1111,curve_0,LaneKeeping,0.0559,1.0902,11.1111,0.0,,
0.62,pure_pursuit_40,lka_test,0.2011,6.8851,11.1111,curve_0,LaneKeeping,0.0519,1.014,11.1111,0.0,,
0.64,pure_pursuit_40,lka_test,0.2133,7.107,11.1111,curve_0,LaneKeeping,0.0483,0.94,11.1111,0.0,,
0.66,pure_pursuit_40,lka_test,0.2258,7.3289,11.1111,curve_0,LaneKeeping,0.0449,0.8681,11.1111,0.0,,
0.68,pure_pursuit_40,lka_test,0.2386,7.5508,11.1111,curve_0,LaneKeeping,0.0418,0.7983,11.1111,0.0,,
0.7,pure_pursuit_40,lka_test,0.2518,7.7726,11.1111,curve_0,LaneKeeping,0.0392,0.6834,11.1111,0.0,,
0.72,pure_pursuit_40,lka_test,0.2655,7.9944,11.1111,curve_0,LaneKeeping,0.037,0.5725,11.1111,0.0,,
0.74,pure_pursuit_40,lka_test,0.2795,8.2162,11.1111,curve_0,LaneKeeping,0.0352,0.4655,11.1111,0.0,,
0.76,pure_pursuit_40,lka_test,0.294,8.4379,11.1111,curve_0,LaneKeeping,0.0338,0.3622,11.1111,0.0,,
0.78,pure_pursuit_40,lka_test,0.3088,8.6596,11.1111,curve_0,LaneKeeping,0.0327,0.2625,11.1111,0.0,,
0.8,pure_pursuit_40,lka_test,0.3241,8.8813,11.1111,curve_0,LaneKeeping,0.0321,0.1662,11.1111,0.0,,
0.82,pure_pursuit_40,lka_test,0.3396,9.103,11.1111,curve_0,LaneKeeping,0.0318,0.0731,11.1111,0.0,,
0.84,pure_pursuit_40,lka_test,0.3556,9.3247,11.1111,curve_0,LaneKeeping,0.0319,-0.0169,11.1111,0.0,,
0.86,pure_pursuit_40,lka_test,0.3718,9.5463,11.1111,curve_0,LaneKeeping,0.0323,-0.1039,11.1111,0.0,,
0.88,pure_pursuit_40,lka_test,0.3884,9.7679,11.1111,curve_0,LaneKeeping,0.033,-0.1881,11.1111,0.0,,
0.9,pure_pursuit_40,lka_test,0.4053,9.9895,11.1111,curve_0,LaneKeeping,0.0911,1.3674,11.1111,0.0,,
0.92,pure_pursuit_40,lka_test,0.4225,10.211,11.1111,curve_0,LaneKeeping,0.0861,1.2884,11.1111,0.0,,
0.94,pure_pursuit_40,lka_test,0.44,10.4326,11.1111,curve_0,LaneKeeping,0.0814,1.212,11.1111,0.0,,
0.96,pure_pursuit_40,lka_test,0.4578,10.6541,11.1111,curve_0,LaneKeeping,0.077,1.1378,11.1111,0.0,,
0.98,pure_pursuit_40,lka_test,0.4759,10.8756,11.1111,curve_0,LaneKeeping,0.0729,1.0659,11.1111,0.0,,
1.0,pure_pursuit_40,lka_test,0.4942,11.097,11.1111,curve_0,LaneKeeping,0.069,0.9961,11.1111,0.0,,
1.02,pure_pursuit_40,lka_test,0.5128,11.3185,11.1111,curve_0,LaneKeeping,0.0654,0.9283,11.1111,0.0,,
1.04,pure_pursuit_40,lka_test,0.5317,11.5399,11.1111,curve_0,LaneKeeping,0.0621,0.8625,11.1111,0.0,,
1.06,pure_pursuit_40,lka_test,0.551,11.7613,11.1111,curve_0,LaneKeeping,0.0592,0.749,11.1111,0.0,,
1.08,pure_pursuit_40,lka_test,0.5707,11.9826,11.1111,curve_0,LaneKeeping,0.0567,0.6396,11.1111,0.0,,
1.1,pure_pursuit_40,lka_test,0.5908,12.2039,11.1111,curve_0,LaneKeeping,0.0546,0.5341,11.1111,0.0,,
1.12,pure_pursuit_40,lka_test,0.6113,12.4252,11.1111,curve_0,LaneKeeping,0.0529,0.4322,11.1111,0.0,,
1.14,pure_pursuit_40,lka_test,0.6322,12.6464,11.1111,curve_0,LaneKeeping,0.0517,0.3337,11.1111,0.0,,
1.16,pure_pursuit_40,lka_test,0.6535,12.8676,11.1111,curve_0,LaneKeeping,0.0507,0.2387,11.1111,0.0,,
1.18,pure_pursuit_40,lka_test,0.6751,13.0888,11.1111,curve_0,LaneKeeping,0.0502,0.1468,11.1111,0.0,,
1.2,pure_pursuit_40,lka_test,0.6971,13.3099,11.1111,curve_0,LaneKeeping,0.0499,0.058,11.1111,0.0,,
1.22,pure_pursuit_40,lka_test,0.7193,13.531,11.1111,curve_0,LaneKeeping,0.05,-0.0278,11.1111,0.0,,
1.24,pure_pursuit_40,lka_test,0.742,13.7521,11.1111,curve_0,LaneKeeping,0.0505,-0.1109,11.1111,0.0,,
1.26,pure_pursuit_40,lka_test,0.7649,13.9731,11.1111,curve_0,LaneKeeping,0.1082,1.4456,11.1111,0.0,,
1.28,pure_pursuit_40,lka_test,0.7881,14.1941,11.1111,curve_0,LaneKeeping,0.1029,1.3677,11.1111,0.0,,
1.3,pure_pursuit_40,lka_test,0.8116,14.4151,11.1111,curve_0,LaneKeeping,0.0979,1.2923,11.1111,0.0,,
1.32,pure_pursuit_40,lka_test,0.8354,14.6361,11.1111,curve_0,LaneKeeping,0.0932,1.2191,11.1111,0.0,,
1.34,pure_pursuit_40,lka_test,0.8595,14.857,11.1111,curve_0,LaneKeeping,0.0887,1.1481,11.1111,0.0,,
1.36,pure_pursuit_40,lka_test,0.8838,15.0779,11.1111,curve_0,LaneKeeping,0.0846,1.0793,11.1111,0.0,,
1.38,pure_pursuit_40,lka_test,0.9084,15.2987,11.1111,curve_0,LaneKeeping,0.0806,1.0124,11.1111,0.0,,
1.4,pure_pursuit_40,lka_test,0.9333,15.5196,11.1111,curve_0,LaneKeeping,0.077,0.9474,11.1111,0.0,,
1.42,pure_pursuit_40,lka_test,0.9586,15.7403,11.1111,curve_0,LaneKeeping,0.0737,0.8331,11.1111,0.0,,
1.44,pure_pursuit_40,lka_test,0.9843,15.9611,11.1111,curve_0,LaneKeeping,0.0709,0.7228,11.1111,0.0,,
1.46,pure_pursuit_40,lka_test,1.0104,16.1817,11.1111,curve_0,LaneKeeping,0.0685,0.6164,11.1111,0.0,,
1.48,pure_pursuit_40,lka_test,1.0369,16.4024,11.1111,curve_0,LaneKeeping,0.0665,0.5138,11.1111,0.0,,
1.5,pure_pursuit_40,lka_test,1.0638,16.623,11.1111,curve_0,LaneKeeping,0.0649,0.4146,11.1111,0.0,,
1.52,pure_pursuit_40,lka_test,1.0911,16.8435,11.1111,curve_0,LaneKeeping,0.0637,0.3188,11.1111,0.0,,
1.54,pure_pursuit_40,lka_test,1.1187,17.064,11.1111,curve_0,LaneKeeping,0.0628,0.2262,11.1111,0.0,,
1.56,pure_pursuit_40,lka_test,1.1467,17.2845,11.1111,curve_0,LaneKeeping,0.0623,0.1367,11.1111,0.0,,
1.58,pure_pursuit_40,lka_test,1.175,17.5049,11.1111,curve_0,LaneKeeping,0.0621,0.0502,11.1111,0.0,,
1.6,pure_pursuit_40,lka_test,1.2036,17.7252,11.1111,curve_0,LaneKeeping,0.0622,-0.0335,11.1111,0.0,,
1.62,pure_pursuit_40,lka_test,1.2325,17.9456,11.1111,curve_0,LaneKeeping,0.1196,1.5224,11.1111,0.0,,
1.64,pure_pursuit_40,lka_test,1.2617,18.1659,11.1111,curve_0,LaneKeeping,0.114,1.4439,11.1111,0.0,,
1.66,pure_pursuit_40,lka_test,1.2913,18.3861,11.1111,curve_0,LaneKeeping,0.1087,1.3679,11.1111,0.0,,
1.68,pure_pursuit_40,lka_test,1.3211,18.6063,11.1111,curve_0,LaneKeeping,0.1037,1.2941,11.1111,0.0,,
1.7,pure_pursuit_40,lka_test,1.3512,18.8265,11.1111,curve_0,LaneKeeping,0.099,1.2226,11.1111,0.0,,
1.72,pure_pursuit_40,lka_test,1.3815,19.0467,11.1111,curve_0,LaneKeeping,0.0945,1.1532,11.1111,0.0,,
1.74,pure_pursuit_40,lka_test,1.4121,19.2668,11.1111,curve_0,LaneKeeping,0.0903,1.0858,11.1111,0.0,,
1.76,pure_pursuit_40,lka_test,1.443,19.4868,11.1111,curve_0,LaneKeeping,0.0863,1.0203,11.1111,0.0,,
1.78,pure_pursuit_40,lka_test,1.4743,19.7068,11.1111,curve_0,LaneKeeping,0.0828,0.9044,11.1111,0.0,,
1.8,pure_pursuit_40,lka_test,1.506,19.9268,11.1111,curve_0,LaneKeeping,0.0797,0.7927,11.1111,0.0,,
1.82,pure_pursuit_40,lka_test,1.5382,20.1467,11.1111,curve_0,LaneKeeping,0.0771,0.6848,11.1111,0.0,,
1.84,pure_pursuit_40,lka_test,1.5707,20.3665,11.1111,curve_0,LaneKeeping,0.0748,0.5807,11.1111,0.0,,
1.86,pure_pursuit_40,lka_test,1.6037,20.5863,11.1111,curve_0,LaneKeeping,0.073,0.4802,11.1111,0.0,,
1.88,pure_pursuit_40,lka_test,1.637,20.806,11.1111,curve_0,LaneKeeping,0.0715,0.383,11.1111,0.0,,
1.9,pure_pursuit_40,lka_test,1.6707,21.0256,11.1111,curve_0,LaneKeeping,0.0704,0.2892,11.1111,0.0,,
1.92,pure_pursuit_40,lka_test,1.7047,21.2452,11.1111,curve_0,LaneKeeping,0.0696,0.1985,11.1111,0.0,,
1.94,pure_pursuit_40,lka_test,1.739,21.4648,11.1111,curve_0,LaneKeeping,0.0692,0.1107,11.1111,0.0,,
1.96,pure_pursuit_40,lka_test,1.7737,21.6843,11.1111,curve_0,LaneKeeping,0.0691,0.0258,11.1111,0.0,,
1.98,pure_pursuit_40,lka_test,1.8087,21.9037,11.1111,curve_0,LaneKeeping,0.1262,1.5807,11.1111,0.0,,
2.0,pure_pursuit_40,lka_test,1.844,22.1231,11.1111,curve_0,LaneKeeping,0.1204,1.5011,11.1111,0.0,,
2.02,pure_pursuit_40,lka_test,1.8796,22.3425,11.1111,curve_0,LaneKeeping,0.1148,1.424,11.1111,0.0,,
2.04,pure_pursuit_40,lka_test,1.9155,22.5618,11.1111,curve_0,LaneKeeping,0.1096,1.3492,11.1111,0.0,,
2.06,pure_pursuit_40,lka_test,1.9516,22.781,11.1111,curve_0,LaneKeeping,0.1046,1.2767,11.1111,0.0,,
2.08,pure_pursuit_40,lka_test,1.9881,23.0003,11.1111,curve_0,LaneKeeping,0.1,1.2063,11.1111,0.0,,
2.1,pure_pursuit_40,lka_test,2.0247,23.2194,11.1111,curve_0,LaneKeeping,0.0956,1.138,11.1111,0.0,,
2.12,pure_pursuit_40,lka_test,2.0617,23.4386,11.1111,curve_0,LaneKeeping,0.0914,1.0716,11.1111,0.0,,
2.14,pure_pursuit_40,lka_test,2.0991,23.6576,11.1111,curve_0,LaneKeeping,0.0877,0.9542,11.1111,0.0,,
2.16,pure_pursuit_40,lka_test,2.1369,23.8766,11.1111,curve_0,LaneKeeping,0.0844,0.841,11.1111,0.0,,
2.18,pure_pursuit_40,lka_test,2.1751,24.0955,11.1111,curve_0,LaneKeeping,0.0816,0.7318,11.1111,0.0,,
2.2,pure_pursuit_40,lka_test,2.2138,24.3143,11.1111,curve_0,LaneKeeping,0.0792,0.6264,11.1111,0.0,,
2.22,pure_pursuit_40,lka_test,2.2528,24.5331,11.1111,curve_0,LaneKeeping,0.0771,0.5245,11.1111,0.0,,
2.24,pure_pursuit_40,lka_test,2.2922,24.7518,11.1111,curve_0,LaneKeeping,0.0755,0.4262,11.1111,0.0,,
2.26,pure_pursuit_40,lka_test,2.332,24.9704,11.1111,curve_0,LaneKeeping,0.0742,0.3311,11.1111,0.0,,
2.28,pure_pursuit_40,lka_test,2.3721,25.189,11.1111,curve_0,LaneKeeping,0.0733,0.2393,11.1111,0.0,,
2.3,pure_pursuit_40,lka_test,2.4126,25.4075,11.1111,curve_0,LaneKeeping,0.0727,0.1504,11.1111,0.0,,
2.32,pure_pursuit_40,lka_test,2.4534,25.626,11.1111,curve_0,LaneKeeping,0.0724,0.0644,11.1111,0.0,,
2.34,pure_pursuit_40,lka_test,2.4945,25.8444,11.1111,curve_0,LaneKeeping,0.1293,1.6182,11.1111,0.0,,
2.36,pure_pursuit_40,lka_test,2.5359,26.0627,11.1111,curve_0,LaneKeeping,0.1234,1.5376,11.1111,0.0,,
2.38,pure_pursuit_40,lka_test,2.5776,26.281,11.1111,curve_0,LaneKeeping,0.1177,1.4595,11.1111,0.0,,
2.4,pure_pursuit_40,lka_test,2.6196,26.4992,11.1111,curve_0,LaneKeeping,0.1123,1.3838,11.1111,0.0,,
2.42,pure_pursuit_40,lka_test,2.6619,26.7173,11.1111,curve_0,LaneKeeping,0.1073,1.3103,11.1111,0.0,,
2.44,pure_pursuit_40,lka_test,2.7044,26.9355,11.1111,curve_0,LaneKeeping,0.1025,1.239,11.1111,0.0,,
2.46,pure_pursuit_40,lka_test,2.7472,27.1535,11.1111,curve_0,LaneKeeping,0.0979,1.1698,11.1111,0.0,,
2.48,pure_pursuit_40,lka_test,2.7903,27.3715,11.1111,curve_0,LaneKeeping,0.0936,1.1026,11.1111,0.0,,
2.5,pure_pursuit_40,lka_test,2.8338,27.5894,11.1111,curve_0,LaneKeeping,0.0898,0.9841,11.1111,0.0,,
2.52,pure_pursuit_40,lka_test,2.8778,27.8073,11.1111,curve_0,LaneKeeping,0.0865,0.8699,11.1111,0.0,,
2.54,pure_pursuit_40,lka_test,2.9221,28.025,11.1111,curve_0,LaneKeeping,0.0835,0.7596,11.1111,0.0,,
2.56,pure_pursuit_40,lka_test,2.9669,28.2427,11.1111,curve_0,LaneKeeping,0.081,0.6532,11.1111,0.0,,
2.58,pure_pursuit_40,lka_test,3.0121,28.4603,11.1111,curve_0,LaneKeeping,0.0788,0.5504,11.1111,0.0,,
2.6,pure_pursuit_40,lka_test,3.0576,28.6778,11.1111,curve_0,LaneKeeping,0.0771,0.4511,11.1111,0.0,,
2.62,pure_pursuit_40,lka_test,3.1035,28.8952,11.1111,curve_0,LaneKeeping,0.0757,0.3552,11.1111,0.0,,
2.64,pure_pursuit_40,lka_test,3.1498,29.1126,11.1111,curve_0,LaneKeeping,0.0747,0.2625,11.1111,0.0,,
2.66,pure_pursuit_40,lka_test,3.1964,29.3298,11.1111,curve_0,LaneKeeping,0.074,0.1728,11.1111,0.0,,
2.68,pure_pursuit_40,lka_test,3.2433,29.547,11.1111,curve_0,LaneKeeping,0.0737,0.086,11.1111,0.0,,
2.7,pure_pursuit_40,lka_test,3.2906,29.7642,11.1111,curve_0,LaneKeeping,0.1304,1.639,11.1111,0.0,,
2.72,pure_pursuit_40,lka_test,3.3381,29.9813,11.1111,curve_0,LaneKeeping,0.1244,1.5576,11.1111,0.0,,
2.74,pure_pursuit_40,lka_test,3.386,30.1983,11.1111,curve_0,LaneKeeping,0.1187,1.4788,11.1111,0.0,,
2.76,pure_pursuit_40,lka_test,3.4341,30.4152,11.1111,curve_0,LaneKeeping,0.1132,1.4023,11.1111,0.0,,
2.78,pure_pursuit_40,lka_test,3.4825,30.6321,11.1111,curve_0,LaneKeeping,0.1081,1.3282,11.1111,0.0,,
2.8,pure_pursuit_40,lka_test,3.5312,30.8489,11.1111,curve_0,LaneKeeping,0.1032,1.2562,11.1111,0.0,,
2.82,pure_pursuit_40,lka_test,3.5802,31.0657,11.1111,curve_0,LaneKeeping,0.0986,1.1864,11.1111,0.0,,
2.84,pure_pursuit_40,lka_test,3.6294,31.2824,11.1111,curve_0,LaneKeeping,0.0943,1.1185,11.1111,0.0,,
2.86,pure_pursuit_40,lka_test,3.6791,31.499,11.1111,curve_0,LaneKeeping,0.0904,0.9993,11.1111,0.0,,
2.88,pure_pursuit_40,lka_test,3.7292,31.7155,11.1111,curve_0,LaneKeeping,0.087,0.8844,11.1111,0.0,,
2.9,pure_pursuit_40,lka_test,3.7797,31.9319,11.1111,curve_0,LaneKeeping,0.084,0.7735,11.1111,0.0,,
2.92,pure_pursuit_40,lka_test,3.8306,32.1482,11.1111,curve_0,LaneKeeping,0.0814,0.6664,11.1111,0.0,,
2.94,pure_pursuit_40,lka_test,3.882,32.3644,11.1111,curve_0,LaneKeeping,0.0792,0.5631,11.1111,0.0,,
2.96,pure_pursuit_40,lka_test,3.9337,32.5805,11.1111,curve_0,LaneKeeping,0.0774,0.4632,11.1111,0.0,,
2.98,pure_pursuit_40,lka_test,3.9857,32.7966,11.1111,curve_0,LaneKeeping,0.076,0.3667,11.1111,0.0,,
3.0,pure_pursuit_40,lka_test,4.0381,33.0125,11.1111,curve_0,LaneKeeping,0.0749,0.2734,11.1111,0.0,,
3.02,pure_pursuit_40,lka_test,4.0909,33.2284,11.1111,curve_0,LaneKeeping,0.0742,0.1832,11.1111,0.0,,
3.04,pure_pursuit_40,lka_test,4.144,33.4442,11.1111,curve_0,LaneKeeping,0.0738,0.0959,11.1111,0.0,,
3.06,pure_pursuit_40,lka_test,4.1974,33.6599,11.1111,curve_0,LaneKeeping,0.1305,1.6484,11.1111,0.0,,
3.08,pure_pursuit_40,lka_test,4.2511,33.8755,11.1111,curve_0,LaneKeeping,0.1244,1.5665,11.1111,0.0,,
3.1,pure_pursuit_40,lka_test,4.3051,34.0911,11.1111,curve_0,LaneKeeping,0.1186,1.4872,11.1111,0.0,,
3.12,pure_pursuit_40,lka_test,4.3594,34.3066,11.1111,curve_0,LaneKeeping,0.1132,1.4103,11.1111,0.0,,
3.14,pure_pursuit_40,lka_test,4.4139,34.522,11.1111,curve_0,LaneKeeping,0.108,1.3357,11.1111,0.0,,
3.16,pure_pursuit_40,lka_test,4.4688,34.7373,11.1111,curve_0,LaneKeeping,0.1031,1.2634,11.1111,0.0,,
3.18,pure_pursuit_40,lka_test,4.5239,34.9526,11.1111,curve_0,LaneKeeping,0.0984,1.1931,11.1111,0.0,,
3.2,pure_pursuit_40,lka_test,4.5792,35.1678,11.1111,curve_0,LaneKeeping,0.0941,1.1248,11.1111,0.0,,
3.22,pure_pursuit_40,lka_test,4.6351,35.3829,11.1111,curve_0,LaneKeeping,0.0902,1.0052,11.1111,0.0,,
3.24,pure_pursuit_40,lka_test,4.6913,35.5979,11.1111,curve_0,LaneKeeping,0.0867,0.8899,11.1111,0.0,,
3.26,pure_pursuit_40,lka_test,4.748,35.8128,11.1111,curve_0,LaneKeeping,0.0837,0.7787,11.1111,0.0,,
3.28,pure_pursuit_40,lka_test,4.805,36.0276,11.1111,curve_0,LaneKeeping,0.0811,0.6713,11.1111,0.0,,
3.3,pure_pursuit_40,lka_test,4.8625,36.2422,11.1111,curve_0,LaneKeeping,0.0789,0.5675,11.1111,0.0,,
3.32,pure_pursuit_40,lka_test,4.9203,36.4568,11.1111,curve_0,LaneKeeping,0.0771,0.4673,11.1111,0.0,,
3.34,pure_pursuit_40,lka_test,4.9785,36.6713,11.1111,curve_0,LaneKeeping,0.0757,0.3705,11.1111,0.0,,
3.36,pure_pursuit_40,lka_test,5.0371,36.8856,11.1111,curve_0,LaneKeeping,0.0746,0.2769,11.1111,0.0,,
3.38,pure_pursuit_40,lka_test,5.0959,37.0999,11.1111,curve_0,LaneKeeping,0.0739,0.1864,11.1111,0.0,,
3.4,pure_pursuit_40,lka_test,5.1552,37.3141,11.1111,curve_0,LaneKeeping,0.0735,0.0988,11.1111,0.0,,
3.42,pure_pursuit_40,lka_test,5.2147,37.5282,11.1111,curve_0,LaneKeeping,0.13,1.651,11.1111,0.0,,
3.44,pure_pursuit_40,lka_test,5.2745,37.7422,11.1111,curve_0,LaneKeeping,0.124,1.5689,11.1111,0.0,,
3.46,pure_pursuit_40,lka_test,5.3346,37.9562,11.1111,curve_0,LaneKeeping,0.1182,1.4893,11.1111,0.0,,
3.48,pure_pursuit_40,lka_test,5.3951,38.17,11.1111,curve_0,LaneKeeping,0.1127,1.4122,11.1111,0.0,,
3.5,pure_pursuit_40,lka_test,5.4558,38.3838,11.1111,curve_0,LaneKeeping,0.1075,1.3374,11.1111,0.0,,
3.52,pure_pursuit_40,lka_test,5.5167,38.5975,11.1111,curve_0,LaneKeeping,0.1026,1.2648,11.1111,0.0,,
3.54,pure_pursuit_40,lka_test,5.578,38.8111,11.1111,curve_0,LaneKeeping,0.098,1.1942,11.1111,0.0,,
3.56,pure_pursuit_40,lka_test,5.6395,39.0246,11.1111,curve_0,LaneKeeping,0.0936,1.1257,11.1111,0.0,,
3.58,pure_pursuit_40,lka_test,5.7014,39.2381,11.1111,curve_0,LaneKeeping,0.0897,1.006,11.1111,0.0,,
3.6,pure_pursuit_40,lka_test,5.7638,39.4514,11.1111,curve_0,LaneKeeping,0.0863,0.8905,11.1111,0.0,,
3.62,pure_pursuit_40,lka_test,5.8265,39.6645,11.1111,curve_0,LaneKeeping,0.0832,0.7791,11.1111,0.0,,
3.64,pure_pursuit_40,lka_test,5.8897,39.8776,11.1111,curve_0,LaneKeeping,0.0806,0.6715,11.1111,0.0,,
3.66,pure_pursuit_40,lka_test,5.9533,40.0905,11.1111,curve_0,LaneKeeping,0.0784,0.5677,11.1111,0.0,,
3.68,pure_pursuit_40,lka_test,6.0172,40.3033,11.1111,curve_0,LaneKeeping,0.0766,0.4673,11.1111,0.0,,
3.7,pure_pursuit_40,lka_test,6.0815,40.5161,11.1111,curve_0,LaneKeeping,0.0752,0.3703,11.1111,0.0,,
3.72,pure_pursuit_40,lka_test,6.1462,40.7287,11.1111,curve_0,LaneKeeping,0.0741,0.2766,11.1111,0.0,,
3.74,pure_pursuit_40,lka_test,6.2111,40.9412,11.1111,curve_0,LaneKeeping,0.0734,0.1859,11.1111,0.0,,
3.76,pure_pursuit_40,lka_test,6.2764,41.1536,11.1111,curve_0,LaneKeeping,0.073,0.0982,11.1111,0.0,,
3.78,pure_pursuit_40,lka_test,6.3421,41.3659,11.1111,curve_0,LaneKeeping,0.1295,1.6503,11.1111,0.0,,
3.8,pure_pursuit_40,lka_test,6.408,41.5781,11.1111,curve_0,LaneKeeping,0.1234,1.5681,11.1111,0.0,,
3.82,pure_pursuit_40,lka_test,6.4742,41.7902,11.1111,curve_0,LaneKeeping,0.1176,1.4884,11.1111,0.0,,
3.84,pure_pursuit_40,lka_test,6.5407,42.0023,11.1111,curve_0,LaneKeeping,0.1122,1.4111,11.1111,0.0,,
3.86,pure_pursuit_40,lka_test,6.6075,42.2142,11.1111,curve_0,LaneKeeping,0.107,1.3362,11.1111,0.0,,
3.88,pure_pursuit_40,lka_test,6.6746,42.4261,11.1111,curve_0,LaneKeeping,0.1021,1.2634,11.1111,0.0,,
3.9,pure_pursuit_40,lka_test,6.7419,42.6379,11.1111,curve_0,LaneKeeping,0.0975,1.1928,11.1111,0.0,,
3.92,pure_pursuit_40,lka_test,6.8094,42.8496,11.1111,curve_0,LaneKeeping,0.0931,1.1242,11.1111,0.0,,
3.94,pure_pursuit_40,lka_test,6.8775,43.0611,11.1111,curve_0,LaneKeeping,0.0892,1.0044,11.1111,0.0,,
3.96,pure_pursuit_40,lka_test,6.9459,43.2726,11.1111,curve_0,LaneKeeping,0.0858,0.8889,11.1111,0.0,,
3.98,pure_pursuit_40,lka_test,7.0147,43.4838,11.1111,curve_0,LaneKeeping,0.0827,0.7774,11.1111,0.0,,
4.0,pure_pursuit_40,lka_test,7.084,43.695,11.1111,curve_0,LaneKeeping,0.0801,0.6698,11.1111,0.0,,
4.02,pure_pursuit_40,lka_test,7.1536,43.906,11.1111,curve_0,LaneKeeping,0.078,0.5659,11.1111,0.0,,
4.04,pure_pursuit_40,lka_test,7.2236,44.1169,11.1111,curve_0,LaneKeeping,0.0761,0.4655,11.1111,0.0,,
4.06,pure_pursuit_40,lka_test,7.294,44.3277,11.1111,curve_0,LaneKeeping,0.0747,0.3685,11.1111,0.0,,
4.08,pure_pursuit_40,lka_test,7.3647,44.5384,11.1111,curve_0,LaneKeeping,0.0737,0.2747,11.1111,0.0,,
4.1,pure_pursuit_40,lka_test,7.4357,44.749,11.1111,curve_0,LaneKeeping,0.0729,0.184,11.1111,0.0,,
